Timestamp,dayofyear,month,hour,Wind Speed at 10 Meters (m/s),Wind Speed at 50 Meters (m/s),Wind Direction at 10 Meters (Degrees),Wind Direction at 50 Meters (Degrees),Air Density (kg/m^3),Rotor Speed (RPM),Active Power (MW),Power Generation (MW),Previous Hour's Power Generation (MW)
2024-01-01 00:00:00,1,1,0,4.071690677238323,4.683792861389833,141.64489337320762,142.55078066585824,1.2763560325745673,44.4291207716234,0.15412897849961185,0.10774961318064064,0.0
2024-01-01 01:00:00,1,1,1,5.985969693483621,7.10052217638714,294.7039143444244,290.0656459676851,1.267180417968013,68.24518403907969,0.5369849618145027,0.5457490618401866,0.10774961318064064
2024-01-01 02:00:00,1,1,2,4.391951511762732,5.173855571043474,121.3888820075408,118.08712437080729,1.2621740906826855,48.95036673648786,0.2077467137080438,0.23859817935566638,0.5457490618401866
2024-01-01 03:00:00,1,1,3,7.387528231837223,8.472349126546824,326.51425406925483,325.73687404408736,1.2854810193392288,70.74601685786558,0.9122267228901646,0.8653155983697648,0.23859817935566638
2024-01-01 04:00:00,1,1,4,7.219533775497853,8.453563505165613,164.23403314577595,160.90415492757634,1.2626491146477985,68.13698143494807,0.9061721647301105,0.926246713999848,0.8653155983697648
2024-01-01 05:00:00,1,1,5,3.6665096792355696,4.122347497764965,301.2316745592244,309.74934529691643,1.2845241130753349,39.4013703287144,0.1050812073359083,0.11423582310638355,0.926246713999848
2024-01-01 06:00:00,1,1,6,4.633257397640406,5.517558104741228,61.65980351360176,58.29121221827243,1.271713251450832,49.92115261632018,0.25196023523159605,0.26351313158493833,0.11423582310638355
2024-01-01 07:00:00,1,1,7,7.076678519002755,8.096205324803496,10.910985052801617,6.662704932138192,1.2766353531636112,72.62958541145959,0.7960416659036019,0.7551618637583165,0.26351313158493833
2024-01-01 08:00:00,1,1,8,4.458286027734005,4.916107101065848,29.109882423196645,28.87158580538111,1.2766280419007672,46.61971489836872,0.17821951862630736,0.19811646173293457,0.7551618637583165
2024-01-01 09:00:00,1,1,9,6.744750603049842,8.07146721377369,79.3901702096385,82.2811413071118,1.2878052925648107,70.61467003268675,0.7887669773569347,0.8743268951197928,0.19811646173293457
2024-01-01 10:00:00,1,1,10,8.912400519451413,10.680937136385214,21.158834004807577,21.72923745014548,1.2730345428659153,98.94900870276899,1.827760704322221,1.9126364495252572,0.8743268951197928
2024-01-01 11:00:00,1,1,11,1.2409671008172536,1.452420259136851,207.47714871620738,206.24912527786978,1.2781989635902726,12.342468245023017,0.004595874419218332,0.028436309653823023,1.9126364495252572
2024-01-01 12:00:00,1,1,12,3.2481483799715933,3.890807318594462,160.6814544541154,163.50408501641502,1.282658849260806,32.54216633580865,0.08835078882557074,-0.03744370675072145,0.028436309653823023
2024-01-01 13:00:00,1,1,13,4.09782243113867,4.561319975392255,107.7853809827996,103.43944061151718,1.2822308411515257,40.12171680382798,0.14235177143758848,0.08485783915820269,-0.03744370675072145
2024-01-01 14:00:00,1,1,14,3.90553431671059,4.438463987835395,136.18541568665788,129.21911083532476,1.2695297604650746,39.61365066183347,0.1311563616517081,0.09039292787989901,0.08485783915820269
2024-01-01 15:00:00,1,1,15,8.106261741665016,9.357764441627468,88.59203111934363,93.64682604321023,1.264686606282602,87.26999408832748,1.229157640800686,1.3061344529412853,0.09039292787989901
2024-01-01 16:00:00,1,1,16,4.494451551805763,5.040113384655524,305.36350547593446,306.1743046572737,1.2800080878222244,41.134921460472,0.192049056974074,0.21907853154694212,1.3061344529412853
2024-01-01 17:00:00,1,1,17,6.110180119981066,7.257303793889378,132.8150782452602,135.832726025899,1.2467530435081002,71.0651201520971,0.5733465039766765,0.5998105359038272,0.21907853154694212
2024-01-01 18:00:00,1,1,18,8.342268821879108,9.347637883338257,192.26409256807153,186.11945433466707,1.266091619307836,83.20608245350809,1.2251715375943197,1.25098039407471,0.5998105359038272
2024-01-01 19:00:00,1,1,19,5.824780141144237,6.6756045399766,64.3820215399067,71.67010229349673,1.2783822233831386,58.860682833738494,0.44623441674482106,0.3015990569893189,1.25098039407471
2024-01-01 20:00:00,1,1,20,2.877345407330865,3.2747235177781673,317.89635455015645,323.965738063073,1.28771168681447,28.37497365359157,0.05267628943820099,-0.13021209751578866,0.3015990569893189
2024-01-01 21:00:00,1,1,21,7.437104561587487,8.661681811068162,63.92913156211159,58.300756513805446,1.2880966560576015,75.70087649726518,0.9747605321689765,1.0078562821763173,-0.13021209751578866
2024-01-01 22:00:00,1,1,22,3.6874719474816775,4.26697944444783,81.87576559244197,79.21065069611437,1.28407797750029,37.03126822281503,0.11653406907865808,0.14296716958298905,1.0078562821763173
2024-01-01 23:00:00,1,1,23,6.899191540713162,7.66986917690633,101.85118527528546,106.31633061126136,1.2734961439091887,64.46033135300556,0.6767918622865815,0.5468003461054094,0.14296716958298905
2024-01-02 00:00:00,2,1,0,3.377285494733697,3.986478088869861,234.90937480278282,245.66872725656052,1.2736817948753503,36.494259267878576,0.09502970984751946,0.12921518526555079,0.5468003461054094
2024-01-02 01:00:00,2,1,1,5.677990482657691,6.318714271290196,293.53782521624396,291.99398115092424,1.2666228723258517,53.14353544285791,0.3784229011040447,0.4303728367847153,0.12921518526555079
2024-01-02 02:00:00,2,1,2,6.801476109991757,7.905003366272348,169.9040684842565,172.84648927608924,1.261281500750442,65.57100745217869,0.7409645605357492,0.6372250607145535,0.4303728367847153
2024-01-02 03:00:00,2,1,3,6.3504415753383805,7.004637309317553,324.64059103132786,322.38286719883314,1.286203401370658,59.273254919657276,0.5155232042501936,0.5134913402269905,0.6372250607145535
2024-01-02 04:00:00,2,1,4,4.913139009413559,5.876033733055058,40.840714953506,47.3195919084086,1.275052548239377,58.509847045424216,0.30432953330652923,0.19114373720553643,0.5134913402269905
2024-01-02 05:00:00,2,1,5,3.0472334735350555,3.5229461774611637,123.34585245138067,119.60224193491247,1.2786136067414624,30.25534232393629,0.06558571895641793,-0.07345509732954328,0.19114373720553643
2024-01-02 06:00:00,2,1,6,1.7594580769035146,2.041843299913296,131.07480716352111,124.25769548811289,1.2713681180250092,18.905328102326777,0.012769047046917854,0.05790745969088275,-0.07345509732954328
2024-01-02 07:00:00,2,1,7,2.3573157277008088,2.6772306478057883,349.3632583752613,340.6809216290047,1.2773204215926999,26.110511164966667,0.02878383278164039,-0.020918602500737907,0.05790745969088275
2024-01-02 08:00:00,2,1,8,5.918456553896172,6.797470501124699,282.6195166531563,284.8966703571937,1.2811385664017731,64.2311671379377,0.4711218576397059,0.49131103942457655,-0.020918602500737907
2024-01-02 09:00:00,2,1,9,5.3858251009038325,6.0166877257876665,59.39367093698322,61.36731086295856,1.2856399277496322,52.444532747872834,0.32671093751358665,0.21145285593080115,0.49131103942457655
2024-01-02 10:00:00,2,1,10,8.025292086404729,9.482193936842341,140.66887333070824,138.04832080915844,1.2760266436299386,87.11907619783368,1.2788445582709114,1.2447512981219289,0.21145285593080115
2024-01-02 11:00:00,2,1,11,6.98714744321874,8.101925334909149,213.52046426807112,212.80702917039775,1.2836979337534005,71.4469073011926,0.7977300806329913,0.7804062334728592,1.2447512981219289
2024-01-02 12:00:00,2,1,12,5.010091421632905,6.006349682014218,352.76994791701094,357.6278724157394,1.2883554430991186,56.96881507131974,0.32502973746878283,0.3742890526136555,0.7804062334728592
2024-01-02 13:00:00,2,1,13,2.733717674251247,3.1372030751848117,146.12931043381138,148.38354040340997,1.2853801604731312,28.77689253924896,0.046314731983595536,0.0355350785416172,0.3742890526136555
2024-01-02 14:00:00,2,1,14,4.82242953597893,5.59348334702472,321.06415919172485,320.7581200408672,1.2724243776191715,52.0860998259648,0.26250543967951995,0.12456018945323105,0.0355350785416172
2024-01-02 15:00:00,2,1,15,4.739941211739198,5.55087322202615,163.98633968169977,162.83626599294396,1.297762954540064,50.18221994592977,0.2565518699414257,0.22837342035440047,0.12456018945323105
