timestamp,dayofyear,month,hour,Temperature at 2 Meters (C),Earth Skin Temperature (C),Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Surface Pressure (kPa),Wind Speed at 10 Meters (m/s),Wind Direction at 10 Meters (Degrees),Wind Speed at 50 Meters (m/s),Wind Direction at 50 Meters (Degrees)
2023-01-01 00:00:00,1,1,0,11.74834280137122,10.4530841807041,4.158627768147391,66.55100051203782,99.42034340248249,3.673075280941365,208.80587184962772,7.032812047898311,290.86759043966356
2023-01-01 01:00:00,1,1,1,9.843407438823967,8.655854272048927,6.7127298130272335,61.973863492743256,97.28600658710202,4.780322847512659,169.0046806126313,6.85230223848442,237.93608987910468
2023-01-01 02:00:00,1,1,2,12.201265956639599,12.780175774708733,2.9700471086139055,63.193270510738024,96.21627343586405,4.211552204876429,129.59408571250972,4.761975967860521,311.7585110138533
2023-01-01 03:00:00,1,1,3,14.827289911561596,14.76295226418243,6.472623475949406,62.382392249284244,97.03025967453786,3.065526419593743,266.2442288745929,3.074337613050299,339.99762613805
2023-01-01 04:00:00,1,1,4,9.555740218167513,9.100568434213749,4.972028465352214,60.17152748149823,99.53178481687983,3.5572613577935117,42.65537235207844,3.6218682798983948,336.2138216097047
2023-01-01 05:00:00,1,1,5,9.555789471489978,10.57141735548445,6.019793808048971,67.70587877608659,101.27827562642833,3.886245855053823,191.80457117394266,7.157839948687046,52.25884078745025
2023-01-01 06:00:00,1,1,6,14.995838788859695,15.183298170948605,5.38105442806999,63.78496099977772,101.31994706256303,2.6149936444072797,307.58303755920394,4.188734473905303,135.65529200662422
2023-01-01 07:00:00,1,1,7,12.560504529796248,12.612961916685691,5.3632484046881785,51.364989626704194,103.19304485885556,0.7507147327351933,72.61565605049958,1.3521522106142383,173.9142882439512
2023-01-01 08:00:00,1,1,8,8.849777184532664,9.629605825287713,5.571468469803897,65.4608837930003,100.2205442289191,2.5258878252003534,95.23484709461597,4.310260155406831,284.02147774137353
2023-01-01 09:00:00,1,1,9,11.885880473095416,11.51077147815185,5.826268282865155,62.64461060156682,100.48961501843503,1.2018224396273225,237.84184539784135,2.211542325905166,5.333246402760441
2023-01-01 10:00:00,1,1,10,8.867947263900135,10.436466249372689,4.688383167190136,66.28627462692477,99.51639991972068,2.6085099614381364,278.1313050223781,1.0966332540186814,333.16038942666114
2023-01-01 11:00:00,1,1,11,8.86101108162675,8.07296345839374,6.052013124303613,59.13007080162349,99.61356106230535,1.6525188418319408,102.00081649743825,1.0327337394372806,146.60305862410112
2023-01-01 12:00:00,1,1,12,10.984087157035622,11.641016223377711,3.932743370198593,68.28954307544535,104.1783046569678,4.240072092154428,129.563283073236,6.468390621581603,227.19824446969062
2023-01-01 13:00:00,1,1,13,4.518359608364127,5.952192447023972,5.011883420451252,59.558054429112204,100.53991686828743,2.1773658873456787,266.3684938402132,4.90318668752173,353.02101341891654
2023-01-01 14:00:00,1,1,14,5.083446844798422,3.706151355526322,5.853183918049654,67.41093680377922,100.71376253196561,3.9040714770326117,102.716519449332,6.231532680898518,317.7567433533502
2023-01-01 15:00:00,1,1,15,8.571337754614603,8.228002578762155,6.012231573393266,55.607424778268665,97.72698538794344,4.126565451252866,239.84910169433468,5.128100111444496,130.38502670744944
2023-01-01 16:00:00,1,1,16,7.219706981334249,8.361914374219808,5.478002842038777,56.299599396784245,100.83805854358751,4.0614721617695775,57.18051029008177,5.612291371198343,174.424218375951
2023-01-01 17:00:00,1,1,17,11.200942340123342,12.358186887854368,4.623821555821642,66.19266516987501,101.3338779524243,1.4916272040148217,148.07176541582845,0.9237733872768469,277.1799268160146
2023-01-01 18:00:00,1,1,18,7.534128115773887,7.3626325153856484,5.913921772146081,56.85440600032633,102.2378342496531,4.482607783481585,247.92379550036338,6.054245962730448,267.6800716583264
2023-01-01 19:00:00,1,1,19,6.021289238331646,5.286618144654787,4.347847754658623,82.22996688525538,101.27738304358037,3.780301754130865,165.5656401967049,4.999552049515853,253.72794256054075
2023-01-01 20:00:00,1,1,20,14.655146649102182,15.611082471432944,6.7686230675262875,65.83658980556405,99.7637375376094,4.164229129281827,6.92544540907051,5.228678095421282,3.84937961047493
2023-01-01 21:00:00,1,1,21,9.580871440877914,10.764420543459519,4.932543096277713,60.42137479931578,99.67836736805096,5.189839657283077,146.29692855762505,7.182959526086076,71.64581719948562
2023-01-01 22:00:00,1,1,22,10.460784956401293,9.296121607888898,3.4775882995714165,68.37114770536226,99.87305263623956,4.154295525186126,103.80070472028268,5.371232694261403,79.80406264663927
2023-01-01 23:00:00,1,1,23,5.98395578369715,4.7800421347307696,3.8225305257608246,55.365335838008605,100.23158808089919,2.1773107571299457,36.46158581856939,0.0,90.22178753242125
